,utter_1,utter_2,label,chapter_tag,split_tag
437,"""Yes,""","""his estate there is a noble one. A clear ten       thousand per annum. You could not have met with a person more capable of       giving you certain information on that head than myself, for I have been       connected with his family in a particular manner from my infancy.""",B-OTHER,Chapter 16,train
438,"""his estate there is a noble one. A clear ten       thousand per annum. You could not have met with a person more capable of       giving you certain information on that head than myself, for I have been       connected with his family in a particular manner from my infancy.""","""You may well be surprised, MissBennet, at such an assertion, after       seeing, as you probably might, the very cold manner of our meeting       yesterday. Are you much acquainted with Mr Darcy?""",I-OTHER,Chapter 16,train
439,"""You may well be surprised, MissBennet, at such an assertion, after       seeing, as you probably might, the very cold manner of our meeting       yesterday. Are you much acquainted with Mr Darcy?""","""As much as I ever wish to be,""",B-OTHER,Chapter 16,train
440,"""As much as I ever wish to be,""","""I have spent       four days in the same house with him, and I think him very disagreeable.""",B-OTHER,Chapter 16,train
441,"""I have spent       four days in the same house with him, and I think him very disagreeable.""","""I have no right to give my opinion,""",I-OTHER,Chapter 16,train
442,"""I have no right to give my opinion,""","""as to his       being agreeable or otherwise. I am not qualified to form one. I have known       him too long and too well to be a fair judge. It is impossible for me       to be impartial. But I believe your opinion of him would in general       astonish—and perhaps you would not express it quite so strongly       anywhere else. Here you are in your own family.""",B-OTHER,Chapter 16,train
443,"""as to his       being agreeable or otherwise. I am not qualified to form one. I have known       him too long and too well to be a fair judge. It is impossible for me       to be impartial. But I believe your opinion of him would in general       astonish—and perhaps you would not express it quite so strongly       anywhere else. Here you are in your own family.""","""Upon my word, I say no more here than I might say in any house in       the neighbourhood, except Netherfield. He is not at all liked in       Hertfordshire. Everybody is disgusted with his pride. You will not find       him more favourably spoken of by anyone.""",I-OTHER,Chapter 16,train
444,"""Upon my word, I say no more here than I might say in any house in       the neighbourhood, except Netherfield. He is not at all liked in       Hertfordshire. Everybody is disgusted with his pride. You will not find       him more favourably spoken of by anyone.""","""I cannot pretend to be sorry,""",B-OTHER,Chapter 16,train
445,"""I cannot pretend to be sorry,""","""that he or that any man should not be estimated beyond their deserts; but       with him I believe it does not often happen. The world is blinded       by his fortune and consequence, or frightened by his high and imposing       manners, and sees him only as he chooses to be seen.""",B-OTHER,Chapter 16,train
446,"""that he or that any man should not be estimated beyond their deserts; but       with him I believe it does not often happen. The world is blinded       by his fortune and consequence, or frightened by his high and imposing       manners, and sees him only as he chooses to be seen.""","""I should take him, even on my slight acquaintance, to be an       ill-tempered man.""",I-OTHER,Chapter 16,train
447,"""I should take him, even on my slight acquaintance, to be an       ill-tempered man.""","""I wonder,""",B-OTHER,Chapter 16,train
448,"""I wonder,""","""whether he is       likely to be in this country much longer.""",B-OTHER,Chapter 16,train
449,"""whether he is       likely to be in this country much longer.""","""I do not at all know; but I heard nothing of his going away when I       was at Netherfield. I hope your plans in favour of the ——shire       will not be affected by his being in the neighbourhood.""",I-OTHER,Chapter 16,train
